khipu_id,num_values,mean,std,cv,range,iqr,variance_class
1000428,18,312.72222222222223,512.3751848649187,1.6384354818917277,1122.0,836.0,high
1000429,25,16696659.32,36206458.65106818,2.1684852015695424,112222224.0,11101108.0,high
1000430,35,4290147.4,18866981.602111936,4.397746707283749,111111111.0,61100.0,high
1000431,31,399721.77419354836,1997926.887865048,4.998293855509698,11111116.0,6112.0,high
1000432,8,29169460.75,50720460.161879264,1.7388206315017072,111111110.0,36111027.25,high
1000433,44,530587.7272727273,2341542.6951873573,4.41311130060078,11111114.0,9.0,high
1000434,3,8.333333333333334,5.131601439446884,0.6157921727336261,10.0,5.0,medium
1000435,9,3.6666666666666665,1.5811388300841898,0.43121968093205176,5.0,1.0,low
1000436,107,8843239.869158879,29284743.838904604,3.3115401450362345,111111118.0,111111.5,high
1000437,24,925936.5833333334,3136996.4170337524,3.3879171354702233,11111117.0,9.0,high
1000438,10,2.2,0.9189365834726815,0.417698447033037,3.0,0.75,low
1000439,24,2.5416666666666665,1.1025333147551268,0.43378359924791876,4.0,1.0,low
1000440,9,1234611.2222222222,3703689.667528375,2.9998833647907133,11111116.0,115.0,high
1000441,18,61740.666666666664,261888.81049923817,4.241755469100402,1111112.0,11.75,high
1000442,23,492812.0869565217,2314927.992681785,4.697384771908038,11111109.0,12.5,high
1000443,6,19282.0,45539.98689942719,2.361787516825391,112219.0,1967.75,high
1000446,65,8463582.246153846,26754966.411588714,3.1611870285477672,111233332.0,1122105.0,high
1000448,45,7648937.444444444,27977447.714876212,3.6576907469934556,111222232.0,1111097.0,high
1000449,103,10154199.165048543,29655450.488110553,2.9205110128415313,111222233.0,1110108.5,high
1000450,42,1.7380952380952381,1.9388143700313822,1.1154822402920281,7.0,0.0,medium
1000451,10,11114.4,35135.57520740988,3.1612660339208487,111111.0,2.75,high
1000452,12,1.0,0.0,0.0,0.0,0.0,low
1000454,27,8239556.296296297,29650753.89255276,3.59858623769351,111111115.0,569.0,high
1000455,58,1915715.3103448276,14589603.168862592,7.615747021532377,111111113.0,3.0,high
1000456,7,1.7142857142857142,0.9511897312113419,0.5548606765399494,2.0,1.5,medium
1000472,175,9960032.12,32612841.664089173,3.2743711336634904,222222232.0,112832.0,high
1000474,26,6.3076923076923075,22.072189253935335,3.499249515867797,113.0,0.75,high
1000475,16,31.4375,47.94854012376185,1.525202071531192,112.0,32.25,high
1000477,133,17581.120300751878,135969.75470280132,7.733850424593614,1111114.0,3.0,high
1000478,11,4.0,2.7202941017470885,0.6800735254367721,8.0,4.5,medium
1000479,23,4831019.0869565215,23168246.142960157,4.7957264763273475,111111110.0,8.0,high
1000480,9,1259275.0,3694753.918288876,2.934032612645273,11111115.0,111110.0,high
1000481,7,9.285714285714286,4.785891965429423,0.5154037501231686,13.0,6.5,medium
1000482,24,463077.5833333333,2268021.854745498,4.897714630062165,11111111.0,110.25,high
1000483,9,7.222222222222222,5.932490576852563,0.8214217721795856,14.0,9.0,medium
1000485,14,4.071428571428571,0.26726124191242434,0.06564311204866563,1.0,0.0,low
1000487,30,4464637.133333334,20337387.606208164,4.555216246885468,111111111.0,86105.0,high
1000488,34,35960.382352941175,190927.95293926098,5.309397187865137,1111119.0,3.75,high
1000490,12,93546314.58333333,320465634.6246909,3.4257430242130202,1111111109.0,111106.75,high
1000492,50,88890.36,304496.7682683476,3.4255319504651305,1111110.0,1.0,high
1000493,154,812433158.9220779,8991652267.120548,11.067559427350941,111111111223.0,111094.75,high
1000494,84,2.488095238095238,1.023742809605037,0.411456440224034,6.0,1.0,low
1000495,111,8612785.495495496,30861609.3113744,3.583232082990466,222222226.0,1111117.0,high
1000496,28,5228286.785714285,21039640.379879013,4.024194012724684,111111110.0,111360.5,high
1000497,47,5272619.468085106,22668606.39607172,4.2993063567897565,111122225.0,115.0,high
1000499,74,20981411.243243244,43384707.8504617,2.0677688143800674,222222215.0,11211109.75,high
1000500,83,21.03614457831325,123.14540738721932,5.8539913019124885,1118.0,5.0,high
1000501,359,71.15598885793872,248.54147313409223,3.4929101137263303,1117.0,10.0,high
1000502,17,658.1764705882352,2694.407778976999,4.093746737206987,11113.0,5.0,high
1000503,38,88430.3947368421,303439.6241818078,3.4313951112036367,1111110.0,114.75,high
1000504,222,71752.05405405405,755632.2941265643,10.531159060022343,11111231.0,218.5,high
1000505,72,15748.805555555555,130921.6875791837,8.313118548409514,1111118.0,7.5,high
1000506,133,8525.406015037594,96340.32162285171,11.300379296061818,1111112.0,4.0,high
1000507,71,1584.4366197183099,13184.882517199545,8.321495699552582,111111.0,2.5,high
1000508,170,4303975.44117647,20611692.875518907,4.788989425526276,112222239.0,1109.0,high
1000509,300,3.0566666666666666,7.469007685646716,2.443513964769918,118.0,2.0,high
1000510,98,17601.30612244898,114269.33202045143,6.492093894936044,1111116.0,9.0,high
1000511,68,410162.25,2697612.0416621785,6.57693886178501,22223339.0,12099.5,high
1000512,106,4652266.773584906,26225877.308428805,5.6372255901868416,222222222.0,12942.25,high
1000513,77,1488792.012987013,12658847.049580043,8.502763944966482,111111118.0,110.0,high
1000514,155,201.8709677419355,1269.9033029435666,6.290668327141349,11115.0,7.0,high
1000515,65,935.2,2972.418397744503,3.1783772430972017,11111.0,11.0,high
1000516,46,3.739130434782609,2.878539619002012,0.769841991128445,11.0,4.75,medium
1000517,11,11126.454545454546,33332.015610711685,2.9957445540752876,111123.0,54.5,high
1000518,119,404348.23529411765,2012885.2501431853,4.978098268882115,11111121.0,1108.0,high
1000519,119,771871.5798319328,2791161.8833788056,3.6160961956735767,11111112.0,6115.5,high
1000520,56,604.4107142857143,2522.8221266653363,4.174019531812534,11115.0,5.0,high
