kfg_id,has_pp,has_ip,has_cp,has_sp,has_gg,has_gsb,has_is,has_psn,has_adg,n_pp,n_ip,n_cp,n_pattern_types,n_cords,n_pendants,n_subsidiaries,n_groups,numeric_coverage,frac_broken,n_colors,region,creation_date,provenance_display,geo_zone
KH0680,1,1,1,1,0,0,0,0,1,218,2,15,5,75,2,0,11,0.68,0.8133333333333334,5,Unknown,12/06/2018,Unknown (non-Gaffron),
KH0681,1,0,0,0,0,0,0,0,0,33,0,0,1,54,0,0,3,0.16666666666666666,0.9444444444444444,5,Unknown,12/06/2018,Unknown,
KH0682,1,0,0,1,0,0,0,0,0,7,0,0,2,59,31,3,2,0.7966101694915254,0.0,8,Unknown,02/05/2020,Gaffron Collection,
KH0683,0,0,0,0,1,0,0,0,0,0,0,0,1,16,10,0,6,0.75,0.0,2,Unknown,02/06/2020,Gaffron Collection,
KH0684,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,0.5,0.0,2,Unknown,02/06/2020,Gaffron Collection,
KH0685,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,1.0,0.0,1,Unknown,02/06/2020,Gaffron Collection,
KH0686,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0.75,0.0,2,Unknown,02/06/2020,Gaffron Collection,
KH0687,0,1,0,0,0,0,0,0,0,0,1,0,1,3,0,0,3,1.0,0.0,1,Unknown,02/06/2020,Gaffron Collection,
KH0688,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,4,0.75,0.0,2,Unknown,02/06/2020,Gaffron Collection,
KH0689,1,0,0,0,0,0,0,0,1,5,0,0,2,41,14,4,3,0.6829268292682927,0.04878048780487805,6,Unknown,02/06/2020,Gaffron Collection,
KH0690,1,1,1,0,1,0,0,0,0,5,5,3,4,23,4,0,19,0.782608695652174,0.0,5,Unknown,02/06/2020,Gaffron Collection,
KH0691,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,2,9,0.9444444444444444,0.1111111111111111,7,Unknown,02/07/2020,Gaffron Collection,
KH0692,1,1,1,1,1,0,1,1,1,1247,138,161,8,265,69,14,39,0.8226415094339623,0.03773584905660377,13,Unknown,04/29/2022,Unknown,
KH0693,1,1,1,0,0,0,0,0,1,92,15,13,4,89,2,0,20,0.6966292134831461,0.07865168539325842,4,Unknown,05/02/2022,Unknown,
KH0694,1,1,1,1,1,1,0,1,0,460,57,163,7,175,33,0,18,0.6857142857142857,0.08,14,Unknown,05/05/2022,Unknown,
KH0695,1,1,1,1,0,0,1,0,0,211,10,59,5,268,124,1,20,0.753731343283582,0.4701492537313433,5,Unknown,05/15/2023,Unknown,
KH0696,1,0,0,0,0,0,0,0,1,30,0,0,2,39,1,0,5,0.9743589743589743,0.10256410256410256,3,Unknown,03/14/2024,Unknown,
KH0697,1,1,0,0,0,0,0,0,1,7,3,0,3,83,6,0,15,0.9759036144578314,0.12048192771084337,7,Unknown,04/01/2024,Unknown,
KH0698,1,1,1,1,1,0,0,1,1,5108,612,447,7,556,39,0,58,0.8884892086330936,0.20503597122302158,11,Unknown,05/23/2024,Unknown,
KH0699,1,1,1,1,1,1,0,1,1,1086,55,109,8,250,44,0,29,0.804,0.188,7,Unknown,11/24/2024,Near Lima (prob.),Central Coast
KH0700,1,1,1,1,0,0,0,0,1,145,21,15,5,162,36,0,21,0.654320987654321,0.6111111111111112,8,Unknown,01/31/2025,Stanford Collection (prob. 1905),
KH0701,1,1,1,1,0,0,0,1,1,125,17,30,6,136,39,0,16,0.6691176470588235,0.03676470588235294,4,Unknown,08/05/2025,Goodspeed Collection,
KH0702,1,1,0,0,1,1,1,1,0,90,18,0,6,147,26,0,17,0.6870748299319728,0.22448979591836735,8,Unknown,07/11/2025,Unknown,
KT002,0,0,0,1,0,0,0,0,1,0,0,0,2,59,22,0,9,0.7457627118644068,0.15254237288135594,8,Unknown,01/26/2026,Southern Coast,Nazca & Far South
RA001,1,0,0,0,0,1,0,0,0,53,0,0,2,76,0,0,1,0.5789473684210527,0.2894736842105263,3,Unknown,01/24/2026,Ica (Coast),Ica & Paracas
RA002,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,2,Unknown,01/24/2026,Ica,Ica & Paracas
RA003,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,1,0.2857142857142857,0.0,2,Unknown,01/24/2026,Ica,Ica & Paracas
RA004,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,1.0,0.0,1,Unknown,01/24/2026,Ica,Ica & Paracas
RA005,1,0,0,0,1,0,0,0,0,14,0,0,2,22,0,0,2,1.0,0.045454545454545456,2,Unknown,01/24/2026,Ica,Ica & Paracas
RA006,0,0,0,0,0,0,0,1,0,0,0,0,1,47,23,1,4,0.5957446808510638,0.0,3,Unknown,01/24/2026,Ica,Ica & Paracas
RA007,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,3,0.8571428571428571,0.0,4,Unknown,01/24/2026,Ica,Ica & Paracas
RA008,1,0,0,0,0,0,0,0,0,5,0,0,1,20,0,0,3,0.95,0.1,2,Unknown,01/24/2026,Ica,Ica & Paracas
RA009,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,2,1.0,0.0,2,Unknown,01/24/2026,Ica,Ica & Paracas
RA010,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,1,3,0.5555555555555556,0.1111111111111111,4,Unknown,01/24/2026,Ica,Ica & Paracas
RS001,1,0,0,0,0,0,0,0,0,6,0,0,1,35,11,0,13,0.4857142857142857,0.05714285714285714,7,Unknown,01/24/2026,Huaca San Marco,Central Coast
